link_id,tmc_corridor_name,tmc_road_sequence,tmc,link_type_name,from_node_id,to_node_id,geometry,link_type_code,FT,AT,nlanes,link_distance_VDF,free_speed,capacity,k_critical,v_congestion_cutoff,AM_Volume,AM_speed_BPR,AM_speed_QVDF,AM_t0,AM_t3,AM_P, AM_D,AM_DC_ratio,AM_mu,MD_Volume,MD_speed_BPR,MD_speed_QVDF,MD_t0,MD_t3,MD_P, MD_D,MD_DC_ratio,MD_mu,PM_Volume,PM_speed_BPR,PM_speed_QVDF,PM_t0,PM_t3,PM_P, PM_D,PM_DC_ratio,PM_mu,vh06,vh07,vh08,vh09,vh10,vh11,vh12,vh13,vh14,vh15,vh16,vh17,vh18,vh19,vrh06,vrh07,vrh08,vrh09,vrh10,vrh11,vrh12,vrh13,vrh14,vrh15,vrh16,vrh17,vrh18,vrh19,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,vr06:00,vr06:15,vr06:30,vr06:45,vr07:00,vr07:15,vr07:30,vr07:45,vr08:00,vr08:15,vr08:30,vr08:45,vr09:00,vr09:15,vr09:30,vr09:45,vr10:00,vr10:15,vr10:30,vr10:45,vr11:00,vr11:15,vr11:30,vr11:45,vr12:00,vr12:15,vr12:30,vr12:45,vr13:00,vr13:15,vr13:30,vr13:45,vr14:00,vr14:15,vr14:30,vr14:45,vr15:00,vr15:15,vr15:30,vr15:45,vr16:00,vr16:15,vr16:30,vr16:45,vr17:00,vr17:15,vr17:30,vr17:45,vr18:00,vr18:15,vr18:30,vr18:45,vr19:00,vr19:15,vr19:30,vr19:45,
201594AB,,-1,,,619,202484,"LINESTRING (-112.393785 33.710436, -112.393026 33.724633)",,9,3,0,0.979440,20.000000,99999.000000,45.000000,17.000000,0.000000,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.000000,0.000000,17.000000, 0.000000,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.000000,0.000000,17.000000, 0.000000,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.000000,0.000000,17.000000, 20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.750,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,-nan(ind),20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,-nan(ind),20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,-nan(ind),1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,-nan(ind),1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201594BA,,-1,,,202484,619,"LINESTRING (-112.396228 33.724805, -112.396987 33.710608)",,9,3,0,0.979440,20.000000,99999.000000,45.000000,17.000000,0.000000,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.000000,0.000000,17.000000, 0.000000,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.000000,0.000000,17.000000, 0.000000,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.000000,0.000000,17.000000, 20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.750,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,-nan(ind),20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,-nan(ind),20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,-nan(ind),1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,-nan(ind),1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201595AB,US-60-EASTBOUND,1,115-04406,,202925,202796,"LINESTRING (-112.447297 33.712384, -112.424226 33.694529)",,2,3,0,1.811200,56.000000,900.000000,45.000000,47.599998,455.016904,55.933414, 55.500163,7.741856,7.758144, 0.016288,79.303076,0.088115,47.599998, 455.016904,55.933414, 55.500163,7.741856,7.758144, 0.016288,79.303076,0.088115,47.599998, 455.016904,55.933414, 55.500163,7.741856,7.758144, 0.016288,79.303076,0.088115,47.599998, 55.868,54.899,55.782,55.903,55.690,55.478,54.624,55.541,55.839,49.578,39.928,39.375,54.996,56.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.839,0.827,1.000,1.000,56.000,55.928,55.857,55.785,55.713,55.641,55.570,47.139,55.598,55.698,55.799,55.899,56.000,55.947,55.894,55.841,55.788,55.735,55.682,55.629,55.575,55.522,55.469,55.416,55.363,55.310,46.918,55.330,55.405,55.479,55.554,55.628,55.702,55.777,55.851,55.926,56.000,51.896,47.793,46.489,43.958,41.274,39.122,37.776,37.322,37.776,39.122,41.274,43.958,56.000,56.000,56.000,56.000,56.000,56.000,56.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.990,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.986,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.977,0.923,0.867,0.822,0.794,0.784,0.794,0.822,0.867,0.923,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201595BA,,-1,,,202796,202925,"LINESTRING (-112.422264 33.697065, -112.445335 33.714920)",,2,3,0,1.811200,56.000000,900.000000,45.000000,47.599998,430.377432,55.939403, 55.525724,7.741848,7.758152, 0.016303,77.566925,0.086185,47.599998, 430.377432,55.939403, 55.525724,7.741848,7.758152, 0.016303,77.566925,0.086185,47.599998, 430.377432,55.939403, 55.525724,7.741848,7.758152, 0.016303,77.566925,0.086185,47.599998, 55.875,54.919,55.793,55.814,55.409,55.004,54.007,55.123,55.692,53.506,46.852,46.698,56.000,56.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.984,0.981,1.000,1.000,56.000,55.932,55.864,55.796,55.728,55.660,55.592,47.159,55.618,55.714,55.809,55.905,56.000,55.899,55.797,55.696,55.595,55.494,55.392,55.291,55.190,55.089,54.987,54.886,54.785,54.684,46.287,54.720,54.862,55.004,55.146,55.289,55.431,55.573,55.715,55.858,56.000,54.639,53.279,51.918,50.558,49.197,47.837,42.193,33.578,42.193,48.273,52.136,56.000,56.000,56.000,56.000,56.000,56.000,56.000,56.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.991,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.972,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.886,0.705,0.886,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201596AB,,-1,,,202482,202481,"LINESTRING (-112.412297 33.726261, -112.429623 33.726268)",,3,3,0,0.997980,43.000000,700.000000,45.000000,36.549999,1.609455,42.999982, 42.999863,7.749997,7.750003, 0.000006,0.571464,0.000816,36.549999, 1.609455,42.999982, 42.999863,7.749997,7.750003, 0.000006,0.571464,0.000816,36.549999, 1.609455,42.999982, 42.999863,7.749997,7.750003, 0.000006,0.571464,0.000816,36.549999, 43.000,42.462,43.000,43.000,43.000,43.000,42.462,43.000,43.000,42.491,41.382,41.242,43.000,43.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,36.550,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,36.550,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,42.723,42.445,42.168,41.890,41.613,41.336,41.058,34.502,41.283,41.855,42.428,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.944,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201596BA,,-1,,,202481,202482,"LINESTRING (-112.429623 33.723062, -112.412297 33.723055)",,3,3,0,0.997980,43.000000,700.000000,45.000000,36.549999,1.562701,42.999983, 42.999870,7.749997,7.750003, 0.000006,0.554864,0.000793,36.549999, 1.562701,42.999983, 42.999870,7.749997,7.750003, 0.000006,0.554864,0.000793,36.549999, 1.562701,42.999983, 42.999870,7.749997,7.750003, 0.000006,0.554864,0.000793,36.549999, 43.000,42.462,43.000,43.000,43.000,43.000,42.462,43.000,43.000,42.598,41.720,41.502,43.000,43.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,36.550,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,36.550,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,42.781,42.561,42.342,42.123,41.903,41.684,41.465,34.918,41.651,42.101,42.550,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.955,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201597AB,,-1,,,202482,202480,"LINESTRING (-112.413849 33.724259, -112.410855 33.712600)",,4,3,0,0.865000,40.000000,500.000000,45.000000,34.000000,4.356921,39.999951, 39.999623,7.749991,7.750009, 0.000018,0.773499,0.001547,34.000000, 4.356921,39.999951, 39.999623,7.749991,7.750009, 0.000018,0.773499,0.001547,34.000000, 4.356921,39.999951, 39.999623,7.749991,7.750009, 0.000018,0.773499,0.001547,34.000000, 40.000,39.500,40.000,40.000,40.000,39.999,39.499,39.999,40.000,39.284,37.947,37.986,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.999,39.999,39.999,39.999,39.999,39.999,33.999,39.999,39.999,39.999,39.999,40.000,40.000,40.000,40.000,40.000,40.000,39.610,39.219,38.829,38.438,38.048,37.657,37.267,31.173,37.540,38.360,39.180,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.917,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201597BA,,-1,,,202480,202482,"LINESTRING (-112.407751 33.713398, -112.410745 33.725057)",,4,3,0,0.865000,40.000000,500.000000,45.000000,34.000000,4.438750,39.999950, 39.999611,7.749991,7.750009, 0.000018,0.788027,0.001576,34.000000, 4.438750,39.999950, 39.999611,7.749991,7.750009, 0.000018,0.788027,0.001576,34.000000, 4.438750,39.999950, 39.999611,7.749991,7.750009, 0.000018,0.788027,0.001576,34.000000, 40.000,39.500,40.000,40.000,40.000,39.999,39.499,39.999,40.000,38.600,35.813,36.255,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.999,39.999,39.999,39.999,39.999,39.999,33.999,39.999,39.999,39.999,39.999,40.000,40.000,40.000,40.000,40.000,40.000,39.237,38.473,37.710,36.946,36.183,35.420,34.656,28.778,34.909,36.606,38.303,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.846,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201601AB,,-1,,,202477,202481,"LINESTRING (-112.437714 33.723054, -112.429623 33.723062)",,3,3,0,0.465960,40.000000,700.000000,45.000000,34.000000,1.562701,39.999984, 39.999879,7.749997,7.750003, 0.000006,0.554864,0.000793,34.000000, 1.562701,39.999984, 39.999879,7.749997,7.750003, 0.000006,0.554864,0.000793,34.000000, 1.562701,39.999984, 39.999879,7.749997,7.750003, 0.000006,0.554864,0.000793,34.000000, 40.000,39.500,40.000,40.000,40.000,40.000,39.500,40.000,40.000,39.626,38.810,38.607,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.796,39.592,39.388,39.184,38.980,38.776,38.572,32.482,38.746,39.164,39.582,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.955,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201601BA,,-1,,,202481,202477,"LINESTRING (-112.429623 33.726268, -112.437714 33.726260)",,3,3,0,0.465960,40.000000,700.000000,45.000000,34.000000,1.609455,39.999983, 39.999872,7.749997,7.750003, 0.000006,0.571464,0.000816,34.000000, 1.609455,39.999983, 39.999872,7.749997,7.750003, 0.000006,0.571464,0.000816,34.000000, 1.609455,39.999983, 39.999872,7.749997,7.750003, 0.000006,0.571464,0.000816,34.000000, 40.000,39.500,40.000,40.000,40.000,40.000,39.500,40.000,40.000,39.527,38.495,38.365,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.742,39.484,39.226,38.968,38.710,38.452,38.194,32.095,38.403,38.935,39.468,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.944,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201602AB,,-1,,,617,202477,"LINESTRING (-112.442503 33.732684, -112.439211 33.724084)",,9,3,0,0.622300,20.000000,99999.000000,45.000000,17.000000,1.562701,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.061652,0.000001,17.000000, 1.562701,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.061652,0.000001,17.000000, 1.562701,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.061652,0.000001,17.000000, 20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201602BA,,-1,,,202477,617,"LINESTRING (-112.436217 33.725230, -112.439509 33.733830)",,9,3,0,0.622300,20.000000,99999.000000,45.000000,17.000000,1.609455,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.063496,0.000001,17.000000, 1.609455,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.063496,0.000001,17.000000, 1.609455,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.063496,0.000001,17.000000, 20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201603AB,,-1,,,2142,202796,"LINESTRING (-112.428089 33.710917, -112.424813 33.695465)",,9,3,0,1.081550,20.000000,99999.000000,45.000000,17.000000,1.775191,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.070035,0.000001,17.000000, 1.775191,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.070035,0.000001,17.000000, 1.775191,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.070035,0.000001,17.000000, 20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201603BA,,-1,,,202796,2142,"LINESTRING (-112.421677 33.696129, -112.424953 33.711581)",,9,3,0,1.081550,20.000000,99999.000000,45.000000,17.000000,1.844044,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.072751,0.000001,17.000000, 1.844044,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.072751,0.000001,17.000000, 1.844044,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.072751,0.000001,17.000000, 20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201604AB,,-1,,,202476,202809,"LINESTRING (-112.410855 33.697082, -112.413552 33.687294)",,4,3,0,0.713450,40.000000,500.000000,45.000000,34.000000,5.246458,39.999933, 39.999484,7.749988,7.750012, 0.000024,0.931422,0.001863,34.000000, 5.246458,39.999933, 39.999484,7.749988,7.750012, 0.000024,0.931422,0.001863,34.000000, 5.246458,39.999933, 39.999484,7.749988,7.750012, 0.000024,0.931422,0.001863,34.000000, 40.000,39.500,40.000,40.000,39.999,39.999,39.499,39.999,40.000,39.091,37.191,37.358,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.999,39.999,39.999,39.999,39.999,39.999,39.999,39.999,33.999,39.999,39.999,39.999,39.999,39.999,39.999,40.000,40.000,40.000,40.000,39.504,39.008,38.512,38.016,37.520,37.024,36.528,30.465,36.828,37.885,38.943,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.896,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201604BA,,-1,,,202809,202476,"LINESTRING (-112.410462 33.686442, -112.407765 33.696230)",,4,3,0,0.713450,40.000000,500.000000,45.000000,34.000000,5.245806,39.999933, 39.999484,7.749988,7.750012, 0.000024,0.931306,0.001863,34.000000, 5.245806,39.999933, 39.999484,7.749988,7.750012, 0.000024,0.931306,0.001863,34.000000, 5.245806,39.999933, 39.999484,7.749988,7.750012, 0.000024,0.931306,0.001863,34.000000, 40.000,39.500,40.000,40.000,39.999,39.999,39.499,39.999,40.000,38.509,35.470,35.958,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.999,39.999,39.999,39.999,39.999,39.999,39.999,39.999,33.999,39.999,39.999,39.999,39.999,39.999,39.999,40.000,40.000,40.000,40.000,39.187,38.373,37.560,36.747,35.933,35.120,34.306,28.480,34.530,36.353,38.177,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.838,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
