mvmt_id,node_id,osm_node_id,name,ib_link_id,start_ib_lane,end_ib_lane,ob_link_id,start_ob_lane,end_ob_lane,ib_link_lanes,ob_link_lanes,minmum,lanes,diff,ib_osm_node_id,ob_osm_node_id,type,penalty,capacity,ctrl_type,mvmt_txt_id,geometry,volume,free_speed,allowed_uses
308,93,330693619,,114,1,1,467,1,1,1,2,1,1,0,2941419921,41529691,thru,,,,EBT,"LINESTRING (-111.9313351 33.4233969, -111.9311864 33.4233245)",,,auto
309,94,330693678,,115,1,1,116,1,1,1,1,1,1,0,41529691,2941419922,thru,,,,WBT,"LINESTRING (-111.9320276 33.4241361, -111.9321508 33.4242368)",,,auto
310,95,2941419922,,116,1,1,117,1,1,1,1,1,1,0,330693678,5201685473,thru,,,,WBT,"LINESTRING (-111.9333841 33.4249799, -111.9335436 33.4250343)",,,auto
311,96,5201685473,,117,1,1,466,1,1,1,2,1,1,0,2941419922,41746582,thru,,,,WBT,"LINESTRING (-111.9338684 33.4251662, -111.9340207 33.4252334)",,,auto
312,97,41800471,,119,1,1,489,1,1,1,1,1,1,,,41830286,left,,,,NBL,"LINESTRING (-111.9306845 33.4135033, -111.9307886 33.4135849)",,,auto
313,97,41800471,,488,1,1,118,1,1,1,1,1,1,,41830286,,right,,,,EBR,"LINESTRING (-111.9307886 33.4135849, -111.9306845 33.4135033)",,,auto
314,99,5618898812,,121,1,1,269,2,2,1,2,1,1,,337822444,2978047866,right,,,,SBR,"LINESTRING (-111.9228965 33.4220985, -111.9229825 33.4220264)",,,auto
315,99,5618898812,,121,1,1,270,1,1,1,2,1,1,,337822444,,left,,,,SBL,"LINESTRING (-111.9228965 33.4220985, -111.9228104 33.4220256)",,,auto
316,99,5618898812,,268,1,1,120,1,1,2,1,1,1,,2978047866,337822444,left,,,,EBL,"LINESTRING (-111.9229825 33.4220264, -111.9228965 33.4220985)",,,auto
317,99,5618898812,,268,1,2,270,1,2,2,2,2,1,1,2978047866,,thru,,,,EBT,"LINESTRING (-111.9229825 33.4220264, -111.9228104 33.4220256)",,,auto
318,99,5618898812,,271,2,2,120,1,1,2,1,1,1,,,337822444,right,,,,WBR,"LINESTRING (-111.9228104 33.4220256, -111.9228965 33.4220985)",,,auto
319,99,5618898812,,271,1,2,269,1,2,2,2,2,1,1,,2978047866,thru,,,,WBT,"LINESTRING (-111.9228104 33.4220256, -111.9229825 33.4220264)",,,auto
320,101,5333560369,,510,1,1,122,1,1,1,1,1,1,,5333539971,2625359004,left,,,,NBL,"LINESTRING (-111.9366564 33.4175813, -111.9367435 33.4176527)",,,auto
321,102,2625359004,,122,1,1,245,2,2,1,2,1,1,,5333560369,4346577513,right,,,,WBR,"LINESTRING (-111.9397608 33.4176184, -111.9398461 33.4176911)",,,auto
322,102,2625359004,,122,1,1,504,1,1,1,1,1,1,0,5333560369,41662596,thru,,,,WBT,"LINESTRING (-111.9397608 33.4176184, -111.9399326 33.4176237)",,,auto
323,102,2625359004,,503,1,2,245,1,2,2,2,2,1,1,2625359002,4346577513,thru,,,,NBT,"LINESTRING (-111.9398455 33.4175467, -111.9398461 33.4176911)",,,auto
324,102,2625359004,,503,1,1,504,1,1,2,1,1,1,,2625359002,41662596,left,,,,NBL,"LINESTRING (-111.9398455 33.4175467, -111.9399326 33.4176237)",,,auto
325,103,5200239624,,123,1,1,125,1,1,1,1,1,1,0,5333539972,42351327,thru,,,,EBT,"LINESTRING (-111.9350366 33.4161098, -111.9348646 33.4161123)",,,auto
326,103,5200239624,,123,1,1,209,1,1,1,1,1,1,,5333539972,5200239623,right,,,,EBR,"LINESTRING (-111.9350366 33.4161098, -111.9349512 33.4160390)",,,auto
327,103,5200239624,,126,1,1,124,1,1,1,1,1,1,0,42351327,5333539972,thru,,,,WBT,"LINESTRING (-111.9348646 33.4161123, -111.9350366 33.4161098)",,,auto
328,103,5200239624,,126,1,1,209,1,1,1,1,1,1,,42351327,5200239623,left,,,,WBL,"LINESTRING (-111.9348646 33.4161123, -111.9349512 33.4160390)",,,auto
329,104,42351327,,125,1,1,168,1,1,1,1,1,1,,5200239624,330683944,right,,,,EBR,"LINESTRING (-111.9333584 33.4161139, -111.9332768 33.4160159)",,,auto
330,104,42351327,,169,1,1,126,1,1,1,1,1,1,,330683944,5200239624,left,,,,NBL,"LINESTRING (-111.9332768 33.4160159, -111.9333584 33.4161139)",,,auto
331,105,41533545,,127,1,1,129,1,1,1,1,1,1,0,2065989254,,thru,,,,WBT,"LINESTRING (-111.9411034 33.4147444, -111.9412754 33.4147432)",,,auto
332,105,41533545,,127,1,1,537,1,1,1,1,1,1,,2065989254,41533544,right,,,,WBR,"LINESTRING (-111.9411034 33.4147444, -111.9411902 33.4148165)",,,auto
333,105,41533545,,130,1,1,128,1,1,1,1,1,1,0,,2065989254,thru,,,,EBT,"LINESTRING (-111.9412754 33.4147432, -111.9411034 33.4147444)",,,auto
334,105,41533545,,130,1,1,537,1,1,1,1,1,1,,,41533544,left,,,,EBL,"LINESTRING (-111.9412754 33.4147432, -111.9411902 33.4148165)",,,auto
335,105,41533545,,536,1,1,128,1,1,1,1,1,1,,41533544,2065989254,left,,,,SBL,"LINESTRING (-111.9411902 33.4148165, -111.9411034 33.4147444)",,,auto
336,105,41533545,,536,1,1,129,1,1,1,1,1,1,,41533544,,right,,,,SBR,"LINESTRING (-111.9411902 33.4148165, -111.9412754 33.4147432)",,,auto
337,107,8444581043,,136,1,1,567,1,1,1,1,1,1,0,41957870,41714336_2860653270,thru,,,,SBT,"LINESTRING (-111.9366664 33.4224356, -111.9366644 33.4222913)",,,auto
338,107,8444581043,,568,1,1,137,1,1,1,1,1,1,0,41714336_2860653270,41957870,thru,,,,NBT,"LINESTRING (-111.9366644 33.4222913, -111.9366664 33.4224356)",,,auto
339,109,2321431315,,138,1,1,558,1,1,1,1,1,1,,2321431354,41714336_2860653270,left,,,,EBL,"LINESTRING (-111.9365836 33.4212544, -111.9366529 33.4213644)",,,auto
340,109,2321431315,,557,1,1,139,1,1,1,1,1,1,,41714336_2860653270,2321431354,right,,,,SBR,"LINESTRING (-111.9366529 33.4213644, -111.9366651 33.4212905)",,,auto
341,110,317701014,,612,1,1,140,1,1,3,1,1,1,,41662596,2625359002,left,,,,SBL,"LINESTRING (-111.9400274 33.4175279, -111.9399430 33.4174545)",,,auto
342,110,317701014,,612,1,3,508,1,3,3,3,3,3,0,41662596,4346575417,thru,,,,SBT,"LINESTRING (-111.9400274 33.4175279, -111.9400279 33.4174419)",,,auto
343,111,2625359002,,140,1,1,503,1,1,1,2,1,1,,317701014,2625359004,left,,,,EBL,"LINESTRING (-111.9399299 33.4174546, -111.9398452 33.4175270)",,,auto
344,111,2625359002,,140,1,1,613,1,1,1,1,1,1,0,317701014,5333539971,thru,,,,EBT,"LINESTRING (-111.9399299 33.4174546, -111.9397579 33.4174538)",,,auto
345,111,2625359002,,507,1,2,503,1,2,2,2,2,1,1,2625358998,2625359004,thru,,,,NBT,"LINESTRING (-111.9398435 33.4173827, -111.9398452 33.4175270)",,,auto
346,111,2625359002,,507,2,2,613,1,1,2,1,1,1,,2625358998,5333539971,right,,,,NBR,"LINESTRING (-111.9398435 33.4173827, -111.9397579 33.4174538)",,,auto
347,115,4346586751,,144,1,2,260,1,2,2,2,2,2,0,41662590_2941419917,2625359013_41662587,thru,,,,NBT,"LINESTRING (-111.9399491 33.4229160, -111.9399555 33.4230601)",,,auto
348,119,5133355429,,146,1,3,388,1,3,3,3,3,3,0,41529701_2704829968,2704829974,thru,,,,NBT,"LINESTRING (-111.9262152 33.4274373, -111.9262146 33.4275817)",,,auto
349,120,2916287189,,148,1,4,594,1,4,4,4,4,4,0,4347879988,2714317928_41573995,thru,,,,SBT,"LINESTRING (-111.9262866 33.4290728, -111.9262843 33.4289284)",,,auto
350,120,2916287189,,593,1,3,147,1,3,3,3,3,3,0,2714317928_41573995,4347879988,thru,,,,NBT,"LINESTRING (-111.9262843 33.4289284, -111.9262866 33.4290728)",,,auto
351,121,4347879988,,147,1,3,347,1,3,3,3,3,3,0,2916287189,316128740,thru,,,,NBT,"LINESTRING (-111.9262920 33.4294065, -111.9262923 33.4295509)",,,auto
352,121,4347879988,,348,1,3,148,1,3,3,4,3,3,0,316128740,2916287189,thru,,,,SBT,"LINESTRING (-111.9262923 33.4295509, -111.9262920 33.4294065)",,,auto
353,123,2704829964,,149,1,3,150,1,3,3,3,3,3,0,41529701_2704829968,4347879983,thru,,,,SBT,"LINESTRING (-111.9263874 33.4239556, -111.9263890 33.4238112)",,,auto
354,123,2704829964,,149,1,1,151,1,1,3,1,1,1,0,41529701_2704829968,2704829953,thru,,,,SBT,"LINESTRING (-111.9263874 33.4239556, -111.9263474 33.4238199)",,,auto
355,124,4347879983,,150,1,3,335,1,3,3,5,3,3,0,2704829964,2704829948_5013837645,thru,,,,SBT,"LINESTRING (-111.9264004 33.4228195, -111.9264020 33.4226751)",,,auto
356,125,2704829953,,151,1,1,152,1,1,1,1,1,1,,2704829964,2704829954,left,,,,SBL,"LINESTRING (-111.9262865 33.4233929, -111.9261426 33.4233396)",,,auto
357,125,2704829953,,151,1,1,406,1,1,1,3,1,1,,2704829964,335595768,uturn,,,,SBU,"LINESTRING (-111.9262865 33.4233929, -111.9262283 33.4234116)",,,auto
358,125,2704829953,,405,3,3,152,1,1,3,1,1,1,,2704829949,2704829954,right,,,,NBR,"LINESTRING (-111.9262293 33.4232672, -111.9261426 33.4233396)",,,auto
359,125,2704829953,,405,1,3,406,1,3,3,3,3,3,0,2704829949,335595768,thru,,,,NBT,"LINESTRING (-111.9262293 33.4232672, -111.9262283 33.4234116)",,,auto
360,126,2704829954,,152,1,1,368,1,1,1,1,1,1,,2704829953,335595768,left,,,,EBL,"LINESTRING (-111.9259748 33.4233399, -111.9259684 33.4233674)",,,auto
361,126,2704829954,,153,1,1,368,1,1,1,1,1,1,,2704829949,335595768,left,,,,NBL,"LINESTRING (-111.9259699 33.4233161, -111.9259684 33.4233674)",,,auto
362,127,2704829949,,361,3,3,153,1,1,3,1,1,1,0,2704829948_5013837645,2704829954,thru,,,,NBT,"LINESTRING (-111.9262339 33.4227635, -111.9262149 33.4229062)",,,auto
363,127,2704829949,,361,1,3,405,1,3,3,3,3,3,0,2704829948_5013837645,2704829953,thru,,,,NBT,"LINESTRING (-111.9262339 33.4227635, -111.9262325 33.4229079)",,,auto
364,129,2714318003,,154,1,2,155,1,2,2,2,2,2,0,,4346615106,thru,,,,EBT,"LINESTRING (-111.9414294 33.4294394, -111.9412583 33.4294551)",,,auto
365,129,2714318003,,157,1,1,155,1,1,1,2,1,1,,2714318017,4346615106,uturn,,,,WBU,"LINESTRING (-111.9412929 33.4295013, -111.9412583 33.4294551)",,,auto
366,130,4346615106,,155,1,2,317,1,2,2,3,2,2,0,2714318003,2625359028_2714318023_2714318022_41605233,thru,,,,EBT,"LINESTRING (-111.9407687 33.4295023, -111.9405977 33.4295189)",,,auto
367,131,4346615107,,316,2,2,156,1,1,2,1,1,1,0,4346615108,,thru,,,,WBT,"LINESTRING (-111.9419914 33.4295377, -111.9421624 33.4295266)",,,auto
368,133,2714318017,,318,1,1,157,1,1,2,1,1,1,0,2625359028_2714318023_2714318022_41605233,2714318003,thru,,,,WBT,"LINESTRING (-111.9408297 33.4296059, -111.9409791 33.4295504)",,,auto
369,133,2714318017,,318,1,2,319,1,2,2,2,2,1,1,2625359028_2714318023_2714318022_41605233,4346615108,thru,,,,WBT,"LINESTRING (-111.9408297 33.4296059, -111.9410008 33.4295901)",,,auto
370,134,2714318034,,158,1,1,310,1,1,1,2,1,1,,316128443,2714318044,uturn,,,,EBU,"LINESTRING (-111.9351316 33.4302927, -111.9351330 33.4303663)",,,auto
371,134,2714318034,,158,1,1,370,1,1,1,1,1,1,,316128443,2714318030,right,,,,EBR,"LINESTRING (-111.9351316 33.4302927, -111.9350808 33.4302587)",,,auto
372,134,2714318034,,397,1,2,310,1,2,3,2,2,1,1,2714318026,2714318044,thru,,,,WBT,"LINESTRING (-111.9349913 33.4302847, -111.9351330 33.4303663)",,,auto
373,134,2714318034,,397,1,1,370,1,1,3,1,1,1,,2714318026,2714318030,uturn,,,,WBU,"LINESTRING (-111.9349913 33.4302847, -111.9350808 33.4302587)",,,auto
374,137,41529742,,160,1,1,560,1,1,1,1,1,1,0,41529740_2625359015,8444581072,thru,,,,EBT,"LINESTRING (-111.9393524 33.4243483, -111.9392211 33.4242895)",,,auto
375,137,41529742,,559,1,1,161,1,1,1,1,1,1,0,8444581072,41529740_2625359015,thru,,,,WBT,"LINESTRING (-111.9392480 33.4244174, -111.9393524 33.4243483)",,,auto
376,138,7125038251,,515,1,1,162,1,1,1,1,1,1,0,7125038250,3101265427,thru,,,,SBT,"LINESTRING (-111.9412503 33.4261992, -111.9412631 33.4260555)",,,auto
377,139,3101265427,,162,1,1,199,1,1,1,1,1,1,,7125038251,41662584_2625359016,left,,,,SBL,"LINESTRING (-111.9412735 33.4255607, -111.9411876 33.4254873)",,,auto
378,139,3101265427,,162,1,1,200,1,1,1,1,1,1,,7125038251,,right,,,,SBR,"LINESTRING (-111.9412735 33.4255607, -111.9413597 33.4254882)",,,auto
379,139,3101265427,,198,1,1,163,1,1,1,1,1,1,,41662584_2625359016,7125038251,right,,,,WBR,"LINESTRING (-111.9411876 33.4254873, -111.9412735 33.4255607)",,,auto
380,139,3101265427,,198,1,1,200,1,1,1,1,1,1,0,41662584_2625359016,,thru,,,,WBT,"LINESTRING (-111.9411876 33.4254873, -111.9413597 33.4254882)",,,auto
381,139,3101265427,,201,1,1,163,1,1,1,1,1,1,,,7125038251,left,,,,EBL,"LINESTRING (-111.9413597 33.4254882, -111.9412735 33.4255607)",,,auto
382,139,3101265427,,201,1,1,199,1,1,1,1,1,1,0,,41662584_2625359016,thru,,,,EBT,"LINESTRING (-111.9413597 33.4254882, -111.9411876 33.4254873)",,,auto
383,142,5261052497,,166,1,1,543,1,1,2,2,2,1,,5176314770_8269005064,8269005069,left,,,,WBL,"LINESTRING (-111.9339049 33.4220128, -111.9339889 33.4219401)",,,auto
384,142,5261052497,,166,1,2,610,1,2,2,2,2,1,1,5176314770_8269005064,8269005072_41714339,thru,,,,WBT,"LINESTRING (-111.9339049 33.4220128, -111.9340769 33.4220111)",,,auto
385,142,5261052497,,542,1,2,610,1,2,2,2,2,2,,8269005069,8269005072_41714339,left,,,,NBL,"LINESTRING (-111.9339889 33.4219401, -111.9340769 33.4220111)",,,auto
386,143,2625359030,,605,1,2,167,1,2,2,2,2,2,0,2625359028_2714318023_2714318022_41605233,3101265424,thru,,,,NBT,"LINESTRING (-111.9399690 33.4297135, -111.9399711 33.4298178)",,,auto
387,144,3101265424,,167,1,2,498,1,2,2,2,2,2,0,2625359030,,thru,,,,NBT,"LINESTRING (-111.9399742 33.4301254, -111.9399766 33.4302697)",,,auto
388,145,330683944,,168,1,1,208,1,1,1,2,1,1,,42351327,4346575413,right,,,,SBR,"LINESTRING (-111.9328093 33.4148366, -111.9328910 33.4147640)",,,auto
389,145,330683944,,224,3,3,169,1,1,3,1,1,1,,4346575414,42351327,right,,,,WBR,"LINESTRING (-111.9327190 33.4147655, -111.9328093 33.4148366)",,,auto
390,145,330683944,,224,1,2,208,1,2,3,2,2,2,0,4346575414,4346575413,thru,,,,WBT,"LINESTRING (-111.9327190 33.4147655, -111.9328910 33.4147640)",,,auto
391,145,330683944,,606,3,3,169,1,1,3,1,1,1,,9143759910,42351327,left,,,,EBL,"LINESTRING (-111.9328629 33.4147155, -111.9328093 33.4148366)",,,auto
392,145,330683944,,606,1,2,208,1,2,3,2,2,2,,9143759910,4346575413,uturn,,,,EBU,"LINESTRING (-111.9328629 33.4147155, -111.9328910 33.4147640)",,,auto
393,146,316872733,,170,1,1,564,1,1,1,1,1,1,,316872729,8447095274,left,,,,SBL,"LINESTRING (-111.9337745 33.4174060, -111.9336235 33.4173515)",,,auto
394,146,316872733,,565,1,1,171,1,1,1,1,1,1,,8447095274,316872729,right,,,,WBR,"LINESTRING (-111.9336235 33.4173515, -111.9337745 33.4174060)",,,auto
395,147,3983483484,,172,1,1,174,1,1,1,1,1,1,0,316880529,316880683,thru,,,,WBT,"LINESTRING (-111.9390746 33.4145071, -111.9392466 33.4145055)",,,auto
396,147,3983483484,,172,1,1,183,1,1,1,1,1,1,,316880529,3983483499,right,,,,WBR,"LINESTRING (-111.9390746 33.4145071, -111.9391624 33.4145784)",,,auto
397,147,3983483484,,175,1,1,173,1,1,1,1,1,1,0,316880683,316880529,thru,,,,EBT,"LINESTRING (-111.9392466 33.4145055, -111.9390746 33.4145071)",,,auto
398,147,3983483484,,175,1,1,183,1,1,1,1,1,1,,316880683,3983483499,left,,,,EBL,"LINESTRING (-111.9392466 33.4145055, -111.9391624 33.4145784)",,,auto
399,147,3983483484,,184,1,1,173,1,1,1,1,1,1,,3983483499,316880529,left,,,,SBL,"LINESTRING (-111.9391624 33.4145784, -111.9390746 33.4145071)",,,auto
400,147,3983483484,,184,1,1,174,1,1,1,1,1,1,,3983483499,316880683,right,,,,SBR,"LINESTRING (-111.9391624 33.4145784, -111.9392466 33.4145055)",,,auto
401,152,4347879979,,182,1,3,345,1,3,3,3,3,3,0,330691322,41573982,thru,,,,SBT,"LINESTRING (-111.9262990 33.4196151, -111.9262985 33.4194707)",,,auto
402,152,4347879979,,344,1,3,181,1,3,3,4,3,3,0,41573982,330691322,thru,,,,NBT,"LINESTRING (-111.9262985 33.4194707, -111.9262990 33.4196151)",,,auto
403,153,8813118513,,212,1,2,185,1,2,2,2,2,2,0,8813118514,316870186_2625358994,thru,,,,NBT,"LINESTRING (-111.9399191 33.4153805, -111.9398703 33.4155116)",,,auto
404,153,8813118513,,216,1,1,185,1,1,2,2,2,1,,41662598,316870186_2625358994,uturn,,,,SBU,"LINESTRING (-111.9399675 33.4155104, -111.9398703 33.4155116)",,,auto
405,153,8813118513,,216,1,2,211,1,2,2,3,2,1,1,41662598,8813118514,thru,,,,SBT,"LINESTRING (-111.9399675 33.4155104, -111.9399191 33.4153805)",,,auto
406,160,6786314013,,192,1,1,501,1,1,1,1,1,1,0,41746580,5201685474,thru,,,,EBT,"LINESTRING (-111.9364050 33.4255024, -111.9362330 33.4255045)",,,auto
407,160,6786314013,,502,1,1,193,1,1,1,1,1,1,0,5201685474,41746580,thru,,,,WBT,"LINESTRING (-111.9362330 33.4255045, -111.9364050 33.4255024)",,,auto
408,161,316008315,,195,1,1,469,1,1,1,1,1,1,0,41746582,5201685474,thru,,,,WBT,"LINESTRING (-111.9352664 33.4255066, -111.9354379 33.4255141)",,,auto
409,161,316008315,,468,1,1,194,1,1,2,1,1,1,0,5201685474,41746582,thru,,,,EBT,"LINESTRING (-111.9354379 33.4255141, -111.9352664 33.4255066)",,,auto
410,162,5200239418,,197,1,1,434,1,1,1,2,1,1,0,,41563475,thru,,,,SBT,"LINESTRING (-111.9423994 33.4225075, -111.9423968 33.4224107)",,,auto
411,162,5200239418,,433,1,1,196,1,1,1,1,1,1,0,41563475,,thru,,,,NBT,"LINESTRING (-111.9423968 33.4224107, -111.9423994 33.4225075)",,,auto
412,167,2625358998,,204,1,2,507,1,2,2,2,2,2,0,316870186_2625358994,2625359002,thru,,,,NBT,"LINESTRING (-111.9398252 33.4169608, -111.9398408 33.4171045)",,,auto
413,168,4346581621,,254,1,1,205,1,1,1,2,1,1,0,41662584_2625359016,41529740_2625359015,thru,,,,SBT,"LINESTRING (-111.9400790 33.4247632, -111.9400774 33.4246189)",,,auto
414,170,4346586755,,206,1,2,257,1,2,2,3,2,2,0,41662581_2625359021,4346586756,thru,,,,NBT,"LINESTRING (-111.9399619 33.4281143, -111.9399617 33.4282587)",,,auto
415,172,4346575412,,207,1,2,217,1,2,2,3,2,2,0,330683945_330683964,330683946_41624261,thru,,,,WBT,"LINESTRING (-111.9360471 33.4147447, -111.9362191 33.4147435)",,,auto
416,173,4346575413,,208,1,2,223,1,2,2,3,2,2,0,330683944,330683945_330683964,thru,,,,WBT,"LINESTRING (-111.9341313 33.4147575, -111.9343033 33.4147566)",,,auto
417,174,5200239623,,209,1,1,437,1,1,1,2,1,1,0,5200239624,863733787,thru,,,,SBT,"LINESTRING (-111.9349498 33.4155773, -111.9349499 33.4154329)",,,auto
418,175,2714318042,,314,3,4,210,1,2,4,2,2,2,0,4346614529,4346614526,thru,,,,WBT,"LINESTRING (-111.9374134 33.4305671, -111.9375725 33.4305122)",,,auto
419,176,4346614526,,210,1,2,312,1,2,2,3,2,2,0,2714318042,2625359028_2714318023_2714318022_41605233,thru,,,,WBT,"LINESTRING (-111.9390495 33.4297781, -111.9392198 33.4297575)",,,auto
420,177,8813118514,,211,1,3,589,1,3,3,3,3,3,0,8813118513,2065989244_2065989260,thru,,,,SBT,"LINESTRING (-111.9399178 33.4152665, -111.9399160 33.4151221)",,,auto
421,177,8813118514,,590,1,2,212,1,2,2,2,2,2,0,2065989244_2065989260,8813118513,thru,,,,NBT,"LINESTRING (-111.9399160 33.4151221, -111.9399178 33.4152665)",,,auto
422,178,5770246246,,214,1,2,413,1,2,3,2,2,2,0,,41662602,thru,,,,NBT,"LINESTRING (-111.9398830 33.4129972, -111.9398844 33.4131415)",,,auto
423,178,5770246246,,412,1,2,213,1,2,2,2,2,2,0,41662602,,thru,,,,SBT,"LINESTRING (-111.9398844 33.4131415, -111.9398830 33.4129972)",,,auto
424,180,41624255,,232,1,2,215,1,2,3,2,2,1,1,4346575417,41662598,thru,,,,SBT,"LINESTRING (-111.9399736 33.4168698, -111.9399701 33.4167258)",,,auto
425,180,41624255,,232,1,3,389,1,3,3,3,3,3,0,4346575417,316870186_2625358994,thru,,,,SBT,"LINESTRING (-111.9399736 33.4168698, -111.9399384 33.4167297)",,,auto
426,182,4346575410,,227,1,2,219,1,2,2,3,2,2,0,330683965,330683967_330683942,thru,,,,EBT,"LINESTRING (-111.9315299 33.4146630, -111.9313579 33.4146642)",,,auto
427,183,4346575415,,382,1,2,220,1,2,2,3,2,2,0,4716134185,330683967_330683942,thru,,,,WBT,"LINESTRING (-111.9299289 33.4147948, -111.9301009 33.4147932)",,,auto
428,185,4346575409,,430,1,2,221,1,2,2,3,2,2,0,9143759910,330683965,thru,,,,EBT,"LINESTRING (-111.9336065 33.4146449, -111.9334345 33.4146452)",,,auto
429,186,330683965,,221,1,2,227,1,2,3,2,2,2,0,4346575409,4346575410,thru,,,,EBT,"LINESTRING (-111.9328802 33.4146446, -111.9327082 33.4146468)",,,auto
430,186,330683965,,221,3,3,540,1,1,3,1,1,1,,4346575409,41830286,right,,,,EBR,"LINESTRING (-111.9328802 33.4146446, -111.9327934 33.4145736)",,,auto
431,186,330683965,,541,1,1,227,1,1,1,2,1,1,,41830286,4346575410,right,,,,NBR,"LINESTRING (-111.9327934 33.4145736, -111.9327082 33.4146468)",,,auto
432,186,330683965,,607,1,2,227,1,2,3,2,2,2,,4346575414,4346575410,uturn,,,,WBU,"LINESTRING (-111.9327342 33.4146975, -111.9327082 33.4146468)",,,auto
433,186,330683965,,607,3,3,540,1,1,3,1,1,1,,4346575414,41830286,left,,,,WBL,"LINESTRING (-111.9327342 33.4146975, -111.9327934 33.4145736)",,,auto
434,187,4346575414,,222,1,2,224,1,2,2,3,2,1,1,330683967_330683942,330683944,thru,,,,WBT,"LINESTRING (-111.9321317 33.4147727, -111.9323037 33.4147705)",,,auto
435,187,4346575414,,222,1,2,607,1,2,2,3,2,1,1,330683967_330683942,330683965,thru,,,,WBT,"LINESTRING (-111.9321317 33.4147727, -111.9322820 33.4147250)",,,auto
436,188,4346575411,,408,1,2,225,1,2,2,4,2,2,0,5146893078,330683969_330683940,thru,,,,EBT,"LINESTRING (-111.9268340 33.4146915, -111.9266620 33.4146910)",,,auto
437,189,4346575416,,497,1,2,226,1,2,2,3,2,2,0,,330683969_330683940,thru,,,,WBT,"LINESTRING (-111.9257903 33.4148404, -111.9259623 33.4148438)",,,auto
438,192,4716134186,,381,1,2,229,1,2,2,2,2,2,0,330683967_330683942,5650675848,thru,,,,EBT,"LINESTRING (-111.9292316 33.4146672, -111.9290596 33.4146690)",,,auto
439,193,5650675848,,229,1,2,230,1,2,2,2,2,1,1,4716134186,5146893078,thru,,,,EBT,"LINESTRING (-111.9286461 33.4146767, -111.9284741 33.4146789)",,,auto
440,193,5650675848,,229,2,2,484,1,1,2,1,1,1,,4716134186,,right,,,,EBR,"LINESTRING (-111.9286461 33.4146767, -111.9285592 33.4146061)",,,auto
441,193,5650675848,,485,1,1,230,1,1,1,2,1,1,,,5146893078,right,,,,NBR,"LINESTRING (-111.9285592 33.4146061, -111.9284741 33.4146789)",,,auto
442,194,5146893078,,230,1,2,408,1,2,2,2,2,2,0,5650675848,4346575411,thru,,,,EBT,"LINESTRING (-111.9274580 33.4146863, -111.9272860 33.4146868)",,,auto
443,195,5078867005,,231,1,2,409,1,2,2,2,2,2,0,330683969_330683940,4716134185,thru,,,,WBT,"LINESTRING (-111.9272826 33.4148112, -111.9274546 33.4148076)",,,auto
444,196,4346575417,,508,1,3,232,1,3,3,3,3,3,0,317701014,41624255,thru,,,,SBT,"LINESTRING (-111.9400279 33.4174419, -111.9400200 33.4173561)",,,auto
445,197,4346577513,,245,1,2,233,1,2,2,3,2,2,0,2625359004,4346577514,thru,,,,NBT,"LINESTRING (-111.9398487 33.4186160, -111.9398503 33.4187127)",,,auto
446,198,4346577514,,233,1,3,241,1,3,3,3,3,3,0,4346577513,1698683826_2625359006,thru,,,,NBT,"LINESTRING (-111.9398503 33.4187127, -111.9398508 33.4188095)",,,auto
447,199,4346577517,,237,1,2,234,1,2,2,2,2,2,0,4346577515,4346577518,thru,,,,NBT,"LINESTRING (-111.9398643 33.4194817, -111.9398664 33.4196260)",,,auto
448,200,4346577518,,234,1,2,236,1,2,2,2,2,2,0,4346577517,4346577519,thru,,,,NBT,"LINESTRING (-111.9398664 33.4197048, -111.9398682 33.4198491)",,,auto
449,201,4346577522,,238,1,3,235,1,3,3,4,3,3,0,4346577521,41662590_2941419917,thru,,,,NBT,"LINESTRING (-111.9398947 33.4212171, -111.9398913 33.4213614)",,,auto
450,202,4346577519,,236,1,2,239,1,2,2,2,2,2,0,4346577518,4346577520,thru,,,,NBT,"LINESTRING (-111.9398705 33.4199435, -111.9398751 33.4200877)",,,auto
451,203,4346577515,,242,1,2,237,1,2,2,2,2,2,0,1698683826_2625359006,4346577517,thru,,,,NBT,"LINESTRING (-111.9398594 33.4192644, -111.9398624 33.4194087)",,,auto
452,204,4346577521,,240,1,2,238,1,2,2,3,2,2,0,1698683852_2625359008,4346577522,thru,,,,NBT,"LINESTRING (-111.9398939 33.4210974, -111.9398950 33.4212418)",,,auto
453,205,4346577520,,239,1,2,243,1,2,2,3,2,2,0,4346577519,1698683852_2625359008,thru,,,,NBT,"LINESTRING (-111.9398783 33.4201640, -111.9398800 33.4203083)",,,auto
454,207,4346577516,,422,1,3,244,1,3,3,4,3,3,0,1698683852_2625359008,1698683826_2625359006,thru,,,,SBT,"LINESTRING (-111.9400346 33.4195090, -111.9400330 33.4193646)",,,auto
455,208,4346581622,,251,1,1,247,1,1,1,3,1,1,0,41529740_2625359015,41662584_2625359016,thru,,,,NBT,"LINESTRING (-111.9399575 33.4250570, -111.9399585 33.4252014)",,,auto
456,210,4346581618,,248,1,2,255,1,2,2,5,2,2,0,2625359013_41662587,41662590_2941419917,thru,,,,SBT,"LINESTRING (-111.9400735 33.4225996, -111.9400747 33.4224552)",,,auto
457,211,4346581619,,253,1,2,249,1,2,2,2,2,2,0,41529740_2625359015,2625359013_41662587,thru,,,,SBT,"LINESTRING (-111.9400652 33.4235191, -111.9400658 33.4233747)",,,auto
